name,sub_category,id,icon_url
Ruby Tomato,Ingredient,d8284b04f73,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/8c/8ccce674c615f65913764c14e121b6e4a78d1fe7.png?1376540422
Dzemael Tomato,Ingredient,7f520554064,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/8c/8ccce674c615f65913764c14e121b6e4a78d1fe7.png?1376540422
Alpine Parsnip,Ingredient,462e742ad0a,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/e4/e4c1ebbeee0f640fca2825c0e75f4233a0c70897.png?1376540422
La Noscean Lettuce,Ingredient,8cb80207434,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/5a/5aaa2beb2a880ac7e4cd2c5b1a9177a36427f610.png?1376540422
Cieldalaes Spinach,Ingredient,6b07e861a6f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/65/6550fb78a3f7a5bfa80514bc3ba0609e3ada0cf6.png?1376540422
Highland Parsley,Ingredient,d4cae21dc36,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/80/808aea0338a92010d30abef42121a585f511d10c.png?1376540422
Paprika,Ingredient,b07f099b616,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/2a/2a405223e3affa26491207cb2ec3e6ba7da8fcfb.png?1376540422
Nopales,Ingredient,4d2c6ad359e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/47/47b9223857f19b52b00a30a18e4df42848b337b4.png?1376540422
Popoto,Ingredient,6624f390062,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/80/803e0ce302c159f015826a09b64074e971504f25.png?1376540422
Wizard Eggplant,Ingredient,7bb63dd4416,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/0a/0abd35ba0965bf5baf406bbc679196090b90550f.png?1376540422
Midland Cabbage,Ingredient,70a77648a3c,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/af/afe977007e29ee479ce04e6e944b9a0083c0722e.png?1376540422
Aloe,Ingredient,c513527d793,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/44/441e72220f5df18713a9ba5cfadaa97be8566b2e.png?1376540422
Salt Leek,Ingredient,9fb2f587cb3,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/f0/f089a717944513f3a3376c6613d09d8613fe2f9b.png?1376540422
Ramhorn Zucchini,Ingredient,a38956b4dbf,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/63/634feeaff5b6c0fcfc2bdddc0304f10dcae64dee.png?1376540422
Maiden Artichoke,Ingredient,bb27c17338b,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d4/d4ea5115540e630f6788430dc5bb5cf2f7909193.png?1376540422
La Noscean Leek,Ingredient,639971ee61f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/f0/f089a717944513f3a3376c6613d09d8613fe2f9b.png?1376540422
Young Cieldalaes Spinach,Ingredient,ff77b15461c,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/65/6550fb78a3f7a5bfa80514bc3ba0609e3ada0cf6.png?1376540422
Dalamud Popoto,Ingredient,5ba2f7be961,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/42/420f87bc30befb9d7aee7d219f97177ba684f459.png?1391413358
Shriekshroom,Ingredient,30fcafe9984,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/61/6129b3fa22eec783efa082da0fc85ae02f863351.png?1376540422
Chanterelle,Ingredient,3fd70dfe7bf,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/33/332ebff67f49eab25516b25f3e38170bdaad2628.png?1376540422
Gil Bun,Ingredient,d557ab80ec2,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/07/07852a495e63e53eae4c4a916981622e23b5a9a9.png?1376540422
Button Mushroom,Ingredient,71ca677c103,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/8a/8ae5f3f58d53b2f999b8907a21f7663aec31376c.png?1376540422
White Truffle,Ingredient,f255048f925,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/e7/e779c0b3b2fc2e74710ac462e080dee604eb0b33.png?1376540422
Ratstool,Ingredient,34261a06177,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/f2/f23e3fcb57073c848d508e47001b0255108b7a5e.png?1376540422
Black Truffle,Ingredient,25b501e018a,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/0f/0fa7e3753ab2ba2af900e97839fb8f7aac2c98f5.png?1376540422
Lowland Grapes,Ingredient,fc58aba4e02,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/bc/bc015bbe49b6f04f3144ce77a2317a16fe311291.png?1376540422
Noble Grapes,Ingredient,0c4151a9619,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/57/5724619b941357bf06ecb9de8595e71bfddff1e1.png?1376540422
La Noscean Orange,Ingredient,ea3e50d73c3,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/55/55cd92b2e760d02bab0ddc98e4f103ef5530c9bc.png?1376540422
Faerie Apple,Ingredient,82cf6bd04bf,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d2/d25f124e3446b34380f871db6fc81a950415445b.png?1376540422
Mirror Apple,Ingredient,1e6502349b8,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d2/d25f124e3446b34380f871db6fc81a950415445b.png?1376540422
Sun Lemon,Ingredient,9c8f0871f4e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/89/89fc0f14d10bea7a3aad74a536fd3b90b9c38040.png?1376540422
Honey Lemon,Ingredient,df24a86f573,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/89/89fc0f14d10bea7a3aad74a536fd3b90b9c38040.png?1376540422
Pixie Plums,Ingredient,b74303ca3bf,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/df/df382d58dc7753fe6ceb77f4886ded6773b17bcb.png?1376540422
Alligator Pear,Ingredient,a98cc334e58,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d9/d9c56803325541692dd4bd73fe14778ae8f8fd83.png?1376540422
Blood Currants,Ingredient,e44324fe8ba,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/63/633509216b554ddda30cd3cbce1d1d60f268e28b.png?1376540422
Rolanberry,Ingredient,cbdd330012f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/7d/7d5e4a1f2ac34075c1bae4461932e978bd09a8e2.png?1376540422
Prickly Pineapple,Ingredient,7536f2aea8f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/7e/7e0ee0dafc0854d91695e66cca243c1c6227ccb0.png?1376540422
Apricot,Ingredient,b2d4c473cdc,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/0e/0e7d3d8f4e4cbc61717ab06590ecca57d6d0cff8.png?1391413552
Blood Orange,Ingredient,f3399493965,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/55/55cd92b2e760d02bab0ddc98e4f103ef5530c9bc.png?1376540422
Dalamud Nut,Ingredient,57aed90d931,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/07/07605e4667ad46d226ba319463c46bfce2a9086a.png?1376540422
Moon Nut,Ingredient,4a5dbd2e8d9,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/19/19cb005f8e64e1ff9e7907d1b3f298644d159ae9.png?1376540422
Kukuru Bean,Ingredient,d10de1f4309,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/89/89c0e2ff596c551aa596a2fa5d8fcfbf9a3d79c3.png?1376540422
Cinderfoot Olive,Ingredient,fb5847b2ea0,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/74/74c9fd1b81f2a821305a18c3ab249e9a1a0e80c8.png?1376540422
Gridanian Chestnut,Ingredient,3e2969f7f65,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/e0/e085cfd49bc999279054c2cc103892581b0557ae.png?1376540422
Gridanian Walnut,Ingredient,70d1bb55338,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/15/15fd53b034a0d5f18e152c793b2f50adbfa0e3a9.png?1376540422
Iron Acorn,Ingredient,6ba9157c542,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/4e/4e8f49686058b9c4ef42e0ee1bba35edee7b7d65.png?1376540422
Royal Kukuru Bean,Ingredient,e5c6217948f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/89/89c0e2ff596c551aa596a2fa5d8fcfbf9a3d79c3.png?1376540422
Sunflower Seeds,Ingredient,f09c98e597f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/53/532b75d8930ece9e923e8f92567d19868a00f009.png?1376540422
Buffalo Beans,Ingredient,5af9a6593df,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d5/d54f7ded21ff32e92cec32cfc815c5a725d53fdb.png?1376540422
Sticky Rice,Ingredient,863796a1b24,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b8/b80589e6c65a8abe8d054842081760f221de4a34.png?1376540422
Lalafellin Lentil,Ingredient,bd98fadf1b9,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ce/ce16327f4f3beb0371073c5536a413a064c5ba1d.png?1376540422
Millioncorn,Ingredient,ba2ac561679,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/e0/e015528bacb3588b6d9444969a6f25524861aed1.png?1376540422
Jade Peas,Ingredient,bd71eb9962a,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d5/d54f7ded21ff32e92cec32cfc815c5a725d53fdb.png?1376540422
Rye,Ingredient,cd9d7b447c9,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d0/d051b28fba0868ffe9179aaccb4e8b77f8556ddf.png?1376540422
Sunset Wheat,Ingredient,1e192166d6e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/d0/d051b28fba0868ffe9179aaccb4e8b77f8556ddf.png?1376540422
Rye Flour,Ingredient,af4bc261240,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/5d/5d5519e16631322a905342e43ed2bd0dbd447c42.png?1376540422
Sunset Wheat Flour,Ingredient,3cf85072f27,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/00/00a867bdb64e65ce367f7e01ce104f1c4fb3604a.png?1376540422
Cornmeal,Ingredient,d2843fc31c7,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/5d/5d5519e16631322a905342e43ed2bd0dbd447c42.png?1376540422
Cinnamon,Ingredient,8617dcd9f94,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a7/a765de271ba84c4595e396ed362006b30f1f7ccc.png?1376540422
Garlean Garlic,Ingredient,d1527814768,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/2c/2cc67f2a76ea57cebdd92e8f2d661b5cefcda8f9.png?1376540422
Black Pepper,Ingredient,87ed7d9431f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a1/a1a297100437b5322f894581f94a7f6215ed226e.png?1376540422
Cloves,Ingredient,302dbc0f325,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/5c/5c7bacf0d1f64ec2aefd51386a645b51e3ec3dd2.png?1376540422
Marjoram,Ingredient,16e7079f340,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/80/80672d247c3f60e60e4b20f12e394c44f3b15bca.png?1376540422
Vanilla Beans,Ingredient,c02e66754a3,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/bf/bf52494953b1bc8b4ddcc64b3976f9ab70ec9663.png?1376540422
Galago Mint,Ingredient,83f764947a9,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/1f/1f9ed4fe17b7986fc11ceed35b46b31fef3040cb.png?1376540422
Ala Mhigan Mustard,Ingredient,77bf4b6ad94,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b6/b657bbe723a39347d534464f1a278fc9e34ab9ec.png?1376540422
Pearl Ginger,Ingredient,c4fc760caac,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/98/985b1ce9aa797ee700bc9c364426f79470c58e3d.png?1376540422
Midland Basil,Ingredient,9cb58dac590,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a6/a6d31560c4b3ee79ff255b4ea22a56681f659155.png?1376540422
Dragon Pepper,Ingredient,a857d513f2e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/35/35bfaeabb185def9592e3c5860a72191b12ff98b.png?1376540422
Laurel,Ingredient,aa96edb3132,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/35/35fdb5cd3cc4577a1144ea9bfda08eca03139b78.png?1376540422
Mugwort,Ingredient,f64afa7e564,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/3c/3c9c7ef17de7dff4903aba1a536fbb25f689f15a.png?1376540422
Thyme,Ingredient,65d41ffa01b,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/3c/3c9c7ef17de7dff4903aba1a536fbb25f689f15a.png?1376540422
Almonds,Ingredient,09370d6a1d0,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b2/b207f0f941baab4999b786253df85e5643a7f6f4.png?1376540422
Desert Saffron,Ingredient,18c8443079f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ee/eec6fd4cfa28d510f846b0fe112182d0c622eb65.png?1376540422
Nutmeg,Ingredient,b8e84a726a4,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/f6/f6ea9ed182395aa420a833a7272a69470e053d59.png?1376540422
Sagolii Sage,Ingredient,e0e26fd6a17,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/35/35fdb5cd3cc4577a1144ea9bfda08eca03139b78.png?1376540422
Thanalan Tea Leaves,Ingredient,8da4820af22,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/3c/3c9c7ef17de7dff4903aba1a536fbb25f689f15a.png?1376540422
Star Anise,Ingredient,6d3f1793c72,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/dd/dd57a8d56ae99c0101a253b59d0f2856e9ef6e94.png?1391413167
Table Salt,Ingredient,f7580421732,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/f4/f49889835cce501d5b080b4c1cb2c9629b04fe2c.png?1376540422
Maple Sugar,Ingredient,de036aed3c9,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/31/31531ffcb9202750f65cb86a91d444d963efaf94.png?1376540422
Maple Syrup,Ingredient,89b37589cd8,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/e5/e58661bd76a100280ff6fa4e0328b4f67bd140d1.png?1376540422
Honey,Ingredient,3bafe439fb0,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/2e/2e1c90ff46f59f1807c15852717b9c1aba56fcb0.png?1376540422
Powdered Sugar,Ingredient,b398b5270da,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/f4/f4911909e52e134b60061cce4c32600992674d7a.png?1376540422
Sweet Cream,Ingredient,72f42d23076,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ca/ca2eb56f786901604c613177a38c1926ace1f842.png?1376540422
Smooth Butter,Ingredient,12450d1885f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/0c/0cf6f5b51d674bf22c730a7f3412bf3aabb8438e.png?1376540422
Kukuru Butter,Ingredient,9be799d8267,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a5/a5eea547b4d0dbb75e48f3a282cac1ce5b2fbaea.png?1376540422
Kukuru Powder,Ingredient,0b31333e286,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a5/a5eea547b4d0dbb75e48f3a282cac1ce5b2fbaea.png?1376540422
Clove Oil,Ingredient,7738d8aaef1,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/5f/5fbc23b5d44a2d862339d01beee82e5dbf9acca2.png?1376540422
Olive Oil,Ingredient,66ea51bdb79,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/cc/cce3b04f9b4d4eb021f079848c692070fccebc2c.png?1376540422
Lavender Oil,Ingredient,cf9f9364fea,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a1/a16ad61996eca22c69d807461e6af816742bcce3.png?1376540422
Cider Vinegar,Ingredient,c6a812e8015,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/a7/a774330bb809b0a8381366ee7db1638c90384968.png?1376540422
Dark Vinegar,Ingredient,fab8df700f2,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/bd/bd8fc162991b9e3cd131897c5b49d50eace4d0ae.png?1376540422
Pie Dough,Ingredient,c7f87d633ed,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/6f/6f8bc9a3e70d5a2e6f68268b84a7485b8aa0d1e7.png?1376540422
Sour Red,Ingredient,be19cb68189,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ed/edea5f28d21d143103a82bbc62dabce6e8b34e9d.png?1376540422
Cooking Sherry,Ingredient,6d975fe509f,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ed/edea5f28d21d143103a82bbc62dabce6e8b34e9d.png?1376540422
Gelatin,Ingredient,14303dd7573,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ec/ec83ee1718f771ddc6f0d845208153fc62a5b068.png?1376540422
Fish Stock,Ingredient,7b5093a4316,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/7d/7d19476d2809cc8a8c235095aed83d8b4eec6067.png?1376540422
Tomato Sauce,Ingredient,0d8b4f89a16,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/99/997733fa69d3e6f6e5181cb00054056d1b520703.png?1376540422
Dodo Stuffing,Ingredient,1abb13bd0fd,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/7d/7d19476d2809cc8a8c235095aed83d8b4eec6067.png?1376540422
Chicken Stock,Ingredient,9a2b37509af,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b6/b657bbe723a39347d534464f1a278fc9e34ab9ec.png?1376540422
Spicy Tomato Relish,Ingredient,f7722724e46,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/99/997733fa69d3e6f6e5181cb00054056d1b520703.png?1376540422
Rich Tomato Relish,Ingredient,694e24010fd,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/99/997733fa69d3e6f6e5181cb00054056d1b520703.png?1376540422
Roasted Coffee Beans,Ingredient,08abff990d7,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/66/665607363fe2db0f487e17a9e3a3ef9a6a3b5547.png?1376540423
Vintage Cooking Sherry,Ingredient,a6b8dbd7790,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ed/edea5f28d21d143103a82bbc62dabce6e8b34e9d.png?1376540422
Duck Broth,Ingredient,3ed00e04bcf,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/7d/7d19476d2809cc8a8c235095aed83d8b4eec6067.png?1376540422
Duck Bones,Ingredient,44124dec826,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/81/81ae424f4cc72a7a7be1289fef1cd4d275b96f11.png?1376540421
Merlthor Goby,Seafood,9dbf2c036a4,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/71/71b6ee98d7f336e7b1cc7242d137d2d3eebf2f34.png?1376540422
Lominsan Anchovy,Seafood,e69b02058fe,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/63/63a814455e1a025c36eee5a2ca9a8bf27f40ef29.png?1376540422
Finger Shrimp,Seafood,15e5f0f0bb2,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/04/04929de6f97c435e8b478142fe1ee63c2060510d.png?1376540422
Ocean Cloud,Seafood,b058cf4a981,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/88/882105236d80291dfe7cc2c0eb0cb02d6e81c361.png?1376540422
Sea Cucumber,Seafood,f28281bf8d4,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/18/1888af89fe9d8a6b479eafc6777579e3592a2c1e.png?1376540422
Harbor Herring,Seafood,9f1826ea754,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/8d/8d30b788c0b538997bf734b27fa5999b4cc31ea4.png?1376540422
Coral Butterfly,Seafood,dfc1f38ce38,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ce/ce3df9e26b5a83a9ed2b6ec06421d724fb10059b.png?1376540422
Moraby Flounder,Seafood,8aef3c6bb47,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/5b/5bb743c418863345ad213adc86091a5aaaa2d71f.png?1376540422
Pebble Crab,Seafood,b6d9484fdd5,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/b4/b4f72431bed373978549b22cad941d8eee8b3653.png?1376540422
Tiger Cod,Seafood,dfadd6c4f73,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/34/34126b518082893b995ff151c14ecff8f36946ee.png?1376540422
Helmet Crab,Seafood,3b4d338e07e,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/2e/2ed9f9869e0f96e8bb1decbe8c2d7e2a9c457953.png?1376540422
Navigator's Dagger,Seafood,56e5485f60d,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/07/074aea2096290e093d8b0c48b4367f2fdac1da28.png?1376540422
Angelfish,Seafood,e8d1d8ed4c8,http://img.finalfantasyxiv.com/lds/pc/global/images/itemicon/ce/ce18482ddaceb7bd1d83c19baa141e080ecbe156.png?1376540422
